,Unnamed: 0,Country,Gender,Sector,Job Seniority,Company Size,Age Ranges,Connectivity Status,Count
314,314,PHL,Any Gender,IT,CXO,"10,001+ employees",35 to 54,connected to big companies,0
315,315,PHL,Any Gender,IT,CXO,"10,001+ employees",35 to 54,connected to any,0
316,316,PHL,Any Gender,IT,CXO,"10,001+ employees",25 to 34,connected to big companies,0
317,317,PHL,Any Gender,IT,CXO,"10,001+ employees",25 to 34,connected to any,550
318,318,PHL,Any Gender,IT,CXO,"10,001+ employees",18 to 24,connected to big companies,0
319,319,PHL,Any Gender,IT,CXO,"10,001+ employees",18 to 24,connected to any,0
320,320,PHL,Any Gender,IT,CXO,"5001-10,000 employees",Any Age Range,connected to big companies,0
321,321,PHL,Any Gender,IT,CXO,"5001-10,000 employees",Any Age Range,connected to any,0
322,322,PHL,Any Gender,IT,CXO,"5001-10,000 employees",55+,connected to big companies,0
323,323,PHL,Any Gender,IT,CXO,"5001-10,000 employees",55+,connected to any,0
324,324,PHL,Any Gender,IT,CXO,"5001-10,000 employees",35 to 54,connected to big companies,0
325,325,PHL,Any Gender,IT,CXO,"5001-10,000 employees",35 to 54,connected to any,0
326,326,PHL,Any Gender,IT,CXO,"5001-10,000 employees",25 to 34,connected to big companies,0
327,327,PHL,Any Gender,IT,CXO,"5001-10,000 employees",25 to 34,connected to any,0
328,328,PHL,Any Gender,IT,CXO,"5001-10,000 employees",18 to 24,connected to big companies,0
329,329,PHL,Any Gender,IT,CXO,"5001-10,000 employees",18 to 24,connected to any,0
330,330,PHL,Any Gender,IT,CXO,1001-5000 employees,Any Age Range,connected to big companies,0
331,331,PHL,Any Gender,IT,CXO,1001-5000 employees,Any Age Range,connected to any,420
332,332,PHL,Any Gender,IT,CXO,1001-5000 employees,55+,connected to big companies,0
333,333,PHL,Any Gender,IT,CXO,1001-5000 employees,55+,connected to any,0
334,334,PHL,Any Gender,IT,CXO,1001-5000 employees,35 to 54,connected to big companies,0
335,335,PHL,Any Gender,IT,CXO,1001-5000 employees,35 to 54,connected to any,0
336,336,PHL,Any Gender,IT,CXO,1001-5000 employees,25 to 34,connected to big companies,0
337,337,PHL,Any Gender,IT,CXO,1001-5000 employees,25 to 34,connected to any,0
338,338,PHL,Any Gender,IT,CXO,1001-5000 employees,18 to 24,connected to big companies,0
339,339,PHL,Any Gender,IT,CXO,1001-5000 employees,18 to 24,connected to any,0
340,340,PHL,Any Gender,IT,CXO,501-1000 employees,Any Age Range,connected to big companies,0
341,341,PHL,Any Gender,IT,CXO,501-1000 employees,Any Age Range,connected to any,410
342,342,PHL,Any Gender,IT,CXO,501-1000 employees,55+,connected to big companies,0
343,343,PHL,Any Gender,IT,CXO,501-1000 employees,55+,connected to any,0
344,344,PHL,Any Gender,IT,CXO,501-1000 employees,35 to 54,connected to big companies,0
345,345,PHL,Any Gender,IT,CXO,501-1000 employees,35 to 54,connected to any,0
346,346,PHL,Any Gender,IT,CXO,501-1000 employees,25 to 34,connected to big companies,0
347,347,PHL,Any Gender,IT,CXO,501-1000 employees,25 to 34,connected to any,0
348,348,PHL,Any Gender,IT,CXO,501-1000 employees,18 to 24,connected to big companies,0
349,349,PHL,Any Gender,IT,CXO,501-1000 employees,18 to 24,connected to any,0
350,350,PHL,Any Gender,IT,CXO,201-500 employees,Any Age Range,connected to big companies,0
351,351,PHL,Any Gender,IT,CXO,201-500 employees,Any Age Range,connected to any,560
352,352,PHL,Any Gender,IT,CXO,201-500 employees,55+,connected to big companies,0
353,353,PHL,Any Gender,IT,CXO,201-500 employees,55+,connected to any,0
354,354,PHL,Any Gender,IT,CXO,201-500 employees,35 to 54,connected to big companies,0
355,355,PHL,Any Gender,IT,CXO,201-500 employees,35 to 54,connected to any,0
356,356,PHL,Any Gender,IT,CXO,201-500 employees,25 to 34,connected to big companies,0
357,357,PHL,Any Gender,IT,CXO,201-500 employees,25 to 34,connected to any,0
358,358,PHL,Any Gender,IT,CXO,201-500 employees,18 to 24,connected to big companies,0
359,359,PHL,Any Gender,IT,CXO,201-500 employees,18 to 24,connected to any,0
360,360,PHL,Any Gender,IT,CXO,51-200 employees,Any Age Range,connected to big companies,400
361,361,PHL,Any Gender,IT,CXO,51-200 employees,Any Age Range,connected to any,1200
362,362,PHL,Any Gender,IT,CXO,51-200 employees,55+,connected to big companies,0
363,363,PHL,Any Gender,IT,CXO,51-200 employees,55+,connected to any,0
364,364,PHL,Any Gender,IT,CXO,51-200 employees,35 to 54,connected to big companies,0
365,365,PHL,Any Gender,IT,CXO,51-200 employees,35 to 54,connected to any,510
366,366,PHL,Any Gender,IT,CXO,51-200 employees,25 to 34,connected to big companies,0
367,367,PHL,Any Gender,IT,CXO,51-200 employees,25 to 34,connected to any,420
368,368,PHL,Any Gender,IT,CXO,51-200 employees,18 to 24,connected to big companies,0
369,369,PHL,Any Gender,IT,CXO,51-200 employees,18 to 24,connected to any,0
370,370,PHL,Any Gender,IT,CXO,11-50 employees,Any Age Range,connected to big companies,640
371,371,PHL,Any Gender,IT,CXO,11-50 employees,Any Age Range,connected to any,2000
372,372,PHL,Any Gender,IT,CXO,11-50 employees,55+,connected to big companies,0
373,373,PHL,Any Gender,IT,CXO,11-50 employees,55+,connected to any,0
374,374,PHL,Any Gender,IT,CXO,11-50 employees,35 to 54,connected to big companies,370
375,375,PHL,Any Gender,IT,CXO,11-50 employees,35 to 54,connected to any,900
376,376,PHL,Any Gender,IT,CXO,11-50 employees,25 to 34,connected to big companies,0
377,377,PHL,Any Gender,IT,CXO,11-50 employees,25 to 34,connected to any,780
378,378,PHL,Any Gender,IT,CXO,11-50 employees,18 to 24,connected to big companies,0
379,379,PHL,Any Gender,IT,CXO,11-50 employees,18 to 24,connected to any,0
380,380,PHL,Any Gender,IT,CXO,2-10 employees,Any Age Range,connected to big companies,510
381,381,PHL,Any Gender,IT,CXO,2-10 employees,Any Age Range,connected to any,1700
382,382,PHL,Any Gender,IT,CXO,2-10 employees,55+,connected to big companies,0
383,383,PHL,Any Gender,IT,CXO,2-10 employees,55+,connected to any,0
384,384,PHL,Any Gender,IT,CXO,2-10 employees,35 to 54,connected to big companies,0
385,385,PHL,Any Gender,IT,CXO,2-10 employees,35 to 54,connected to any,690
386,386,PHL,Any Gender,IT,CXO,2-10 employees,25 to 34,connected to big companies,0
387,387,PHL,Any Gender,IT,CXO,2-10 employees,25 to 34,connected to any,750
388,388,PHL,Any Gender,IT,CXO,2-10 employees,18 to 24,connected to big companies,0
389,389,PHL,Any Gender,IT,CXO,2-10 employees,18 to 24,connected to any,0
390,390,PHL,Any Gender,IT,CXO,Myself Only,Any Age Range,connected to big companies,0
391,391,PHL,Any Gender,IT,CXO,Myself Only,Any Age Range,connected to any,0
392,392,PHL,Any Gender,IT,CXO,Myself Only,55+,connected to big companies,0
393,393,PHL,Any Gender,IT,CXO,Myself Only,55+,connected to any,0
394,394,PHL,Any Gender,IT,CXO,Myself Only,35 to 54,connected to big companies,0
395,395,PHL,Any Gender,IT,CXO,Myself Only,35 to 54,connected to any,0
396,396,PHL,Any Gender,IT,CXO,Myself Only,25 to 34,connected to big companies,0
397,397,PHL,Any Gender,IT,CXO,Myself Only,25 to 34,connected to any,0
398,398,PHL,Any Gender,IT,CXO,Myself Only,18 to 24,connected to big companies,0
399,399,PHL,Any Gender,IT,CXO,Myself Only,18 to 24,connected to any,0
400,400,PHL,Any Gender,IT,VP,Any Company Size,Any Age Range,connected to big companies,1400
401,401,PHL,Any Gender,IT,VP,Any Company Size,Any Age Range,connected to any,8900
402,402,PHL,Any Gender,IT,VP,Any Company Size,55+,connected to big companies,0
403,403,PHL,Any Gender,IT,VP,Any Company Size,55+,connected to any,680
404,404,PHL,Any Gender,IT,VP,Any Company Size,35 to 54,connected to big companies,890
405,405,PHL,Any Gender,IT,VP,Any Company Size,35 to 54,connected to any,3100
406,406,PHL,Any Gender,IT,VP,Any Company Size,25 to 34,connected to big companies,0
407,407,PHL,Any Gender,IT,VP,Any Company Size,25 to 34,connected to any,4400
408,408,PHL,Any Gender,IT,VP,Any Company Size,18 to 24,connected to big companies,0
409,409,PHL,Any Gender,IT,VP,Any Company Size,18 to 24,connected to any,700
410,410,PHL,Any Gender,IT,VP,"10,001+ employees",Any Age Range,connected to big companies,310
411,411,PHL,Any Gender,IT,VP,"10,001+ employees",Any Age Range,connected to any,1900
412,412,PHL,Any Gender,IT,VP,"10,001+ employees",55+,connected to big companies,0
413,413,PHL,Any Gender,IT,VP,"10,001+ employees",55+,connected to any,0
414,414,PHL,Any Gender,IT,VP,"10,001+ employees",35 to 54,connected to big companies,0
415,415,PHL,Any Gender,IT,VP,"10,001+ employees",35 to 54,connected to any,590
416,416,PHL,Any Gender,IT,VP,"10,001+ employees",25 to 34,connected to big companies,0
417,417,PHL,Any Gender,IT,VP,"10,001+ employees",25 to 34,connected to any,940
418,418,PHL,Any Gender,IT,VP,"10,001+ employees",18 to 24,connected to big companies,0
419,419,PHL,Any Gender,IT,VP,"10,001+ employees",18 to 24,connected to any,0
420,420,PHL,Any Gender,IT,VP,"5001-10,000 employees",Any Age Range,connected to big companies,0
421,421,PHL,Any Gender,IT,VP,"5001-10,000 employees",Any Age Range,connected to any,440
422,422,PHL,Any Gender,IT,VP,"5001-10,000 employees",55+,connected to big companies,0
423,423,PHL,Any Gender,IT,VP,"5001-10,000 employees",55+,connected to any,0
424,424,PHL,Any Gender,IT,VP,"5001-10,000 employees",35 to 54,connected to big companies,0
425,425,PHL,Any Gender,IT,VP,"5001-10,000 employees",35 to 54,connected to any,0
426,426,PHL,Any Gender,IT,VP,"5001-10,000 employees",25 to 34,connected to big companies,0
427,427,PHL,Any Gender,IT,VP,"5001-10,000 employees",25 to 34,connected to any,0
428,428,PHL,Any Gender,IT,VP,"5001-10,000 employees",18 to 24,connected to big companies,0
429,429,PHL,Any Gender,IT,VP,"5001-10,000 employees",18 to 24,connected to any,0
430,430,PHL,Any Gender,IT,VP,1001-5000 employees,Any Age Range,connected to big companies,0
431,431,PHL,Any Gender,IT,VP,1001-5000 employees,Any Age Range,connected to any,480
432,432,PHL,Any Gender,IT,VP,1001-5000 employees,55+,connected to big companies,0
433,433,PHL,Any Gender,IT,VP,1001-5000 employees,55+,connected to any,0
434,434,PHL,Any Gender,IT,VP,1001-5000 employees,35 to 54,connected to big companies,0
435,435,PHL,Any Gender,IT,VP,1001-5000 employees,35 to 54,connected to any,0
436,436,PHL,Any Gender,IT,VP,1001-5000 employees,25 to 34,connected to big companies,0
437,437,PHL,Any Gender,IT,VP,1001-5000 employees,25 to 34,connected to any,0
438,438,PHL,Any Gender,IT,VP,1001-5000 employees,18 to 24,connected to big companies,0
439,439,PHL,Any Gender,IT,VP,1001-5000 employees,18 to 24,connected to any,0
440,440,PHL,Any Gender,IT,VP,501-1000 employees,Any Age Range,connected to big companies,0
441,441,PHL,Any Gender,IT,VP,501-1000 employees,Any Age Range,connected to any,420
442,442,PHL,Any Gender,IT,VP,501-1000 employees,55+,connected to big companies,0
443,443,PHL,Any Gender,IT,VP,501-1000 employees,55+,connected to any,0
444,444,PHL,Any Gender,IT,VP,501-1000 employees,35 to 54,connected to big companies,0
445,445,PHL,Any Gender,IT,VP,501-1000 employees,35 to 54,connected to any,0
446,446,PHL,Any Gender,IT,VP,501-1000 employees,25 to 34,connected to big companies,0
447,447,PHL,Any Gender,IT,VP,501-1000 employees,25 to 34,connected to any,0
448,448,PHL,Any Gender,IT,VP,501-1000 employees,18 to 24,connected to big companies,0
449,449,PHL,Any Gender,IT,VP,501-1000 employees,18 to 24,connected to any,0
450,450,PHL,Any Gender,IT,VP,201-500 employees,Any Age Range,connected to big companies,0
451,451,PHL,Any Gender,IT,VP,201-500 employees,Any Age Range,connected to any,630
452,452,PHL,Any Gender,IT,VP,201-500 employees,55+,connected to big companies,0
453,453,PHL,Any Gender,IT,VP,201-500 employees,55+,connected to any,0
454,454,PHL,Any Gender,IT,VP,201-500 employees,35 to 54,connected to big companies,0
455,455,PHL,Any Gender,IT,VP,201-500 employees,35 to 54,connected to any,0
456,456,PHL,Any Gender,IT,VP,201-500 employees,25 to 34,connected to big companies,0
457,457,PHL,Any Gender,IT,VP,201-500 employees,25 to 34,connected to any,0
458,458,PHL,Any Gender,IT,VP,201-500 employees,18 to 24,connected to big companies,0
459,459,PHL,Any Gender,IT,VP,201-500 employees,18 to 24,connected to any,0
460,460,PHL,Any Gender,IT,VP,51-200 employees,Any Age Range,connected to big companies,0
461,461,PHL,Any Gender,IT,VP,51-200 employees,Any Age Range,connected to any,1000
462,462,PHL,Any Gender,IT,VP,51-200 employees,55+,connected to big companies,0
463,463,PHL,Any Gender,IT,VP,51-200 employees,55+,connected to any,0
464,464,PHL,Any Gender,IT,VP,51-200 employees,35 to 54,connected to big companies,0
465,465,PHL,Any Gender,IT,VP,51-200 employees,35 to 54,connected to any,430
466,466,PHL,Any Gender,IT,VP,51-200 employees,25 to 34,connected to big companies,0
467,467,PHL,Any Gender,IT,VP,51-200 employees,25 to 34,connected to any,350
468,468,PHL,Any Gender,IT,VP,51-200 employees,18 to 24,connected to big companies,0
469,469,PHL,Any Gender,IT,VP,51-200 employees,18 to 24,connected to any,0
470,470,PHL,Any Gender,IT,VP,11-50 employees,Any Age Range,connected to big companies,330
471,471,PHL,Any Gender,IT,VP,11-50 employees,Any Age Range,connected to any,1600
472,472,PHL,Any Gender,IT,VP,11-50 employees,55+,connected to big companies,0
473,473,PHL,Any Gender,IT,VP,11-50 employees,55+,connected to any,0
474,474,PHL,Any Gender,IT,VP,11-50 employees,35 to 54,connected to big companies,0
475,475,PHL,Any Gender,IT,VP,11-50 employees,35 to 54,connected to any,620
476,476,PHL,Any Gender,IT,VP,11-50 employees,25 to 34,connected to big companies,0
477,477,PHL,Any Gender,IT,VP,11-50 employees,25 to 34,connected to any,700
478,478,PHL,Any Gender,IT,VP,11-50 employees,18 to 24,connected to big companies,0
479,479,PHL,Any Gender,IT,VP,11-50 employees,18 to 24,connected to any,0
480,480,PHL,Any Gender,IT,VP,2-10 employees,Any Age Range,connected to big companies,0
481,481,PHL,Any Gender,IT,VP,2-10 employees,Any Age Range,connected to any,870
482,482,PHL,Any Gender,IT,VP,2-10 employees,55+,connected to big companies,0
483,483,PHL,Any Gender,IT,VP,2-10 employees,55+,connected to any,0
484,484,PHL,Any Gender,IT,VP,2-10 employees,35 to 54,connected to big companies,0
485,485,PHL,Any Gender,IT,VP,2-10 employees,35 to 54,connected to any,340
486,486,PHL,Any Gender,IT,VP,2-10 employees,25 to 34,connected to big companies,0
487,487,PHL,Any Gender,IT,VP,2-10 employees,25 to 34,connected to any,370
488,488,PHL,Any Gender,IT,VP,2-10 employees,18 to 24,connected to big companies,0
489,489,PHL,Any Gender,IT,VP,2-10 employees,18 to 24,connected to any,0
490,490,PHL,Any Gender,IT,VP,Myself Only,Any Age Range,connected to big companies,0
491,491,PHL,Any Gender,IT,VP,Myself Only,Any Age Range,connected to any,0
492,492,PHL,Any Gender,IT,VP,Myself Only,55+,connected to big companies,0
493,493,PHL,Any Gender,IT,VP,Myself Only,55+,connected to any,0
494,494,PHL,Any Gender,IT,VP,Myself Only,35 to 54,connected to big companies,0
495,495,PHL,Any Gender,IT,VP,Myself Only,35 to 54,connected to any,0
496,496,PHL,Any Gender,IT,VP,Myself Only,25 to 34,connected to big companies,0
497,497,PHL,Any Gender,IT,VP,Myself Only,25 to 34,connected to any,0
498,498,PHL,Any Gender,IT,VP,Myself Only,18 to 24,connected to big companies,0
499,499,PHL,Any Gender,IT,VP,Myself Only,18 to 24,connected to any,0
500,500,PHL,Any Gender,IT,Director,Any Company Size,Any Age Range,connected to big companies,3200
501,501,PHL,Any Gender,IT,Director,Any Company Size,Any Age Range,connected to any,18000
502,502,PHL,Any Gender,IT,Director,Any Company Size,55+,connected to big companies,320
503,503,PHL,Any Gender,IT,Director,Any Company Size,55+,connected to any,1100
504,504,PHL,Any Gender,IT,Director,Any Company Size,35 to 54,connected to big companies,2200
505,505,PHL,Any Gender,IT,Director,Any Company Size,35 to 54,connected to any,7600
506,506,PHL,Any Gender,IT,Director,Any Company Size,25 to 34,connected to big companies,660
507,507,PHL,Any Gender,IT,Director,Any Company Size,25 to 34,connected to any,7900
508,508,PHL,Any Gender,IT,Director,Any Company Size,18 to 24,connected to big companies,0
509,509,PHL,Any Gender,IT,Director,Any Company Size,18 to 24,connected to any,1300
510,510,PHL,Any Gender,IT,Director,"10,001+ employees",Any Age Range,connected to big companies,850
511,511,PHL,Any Gender,IT,Director,"10,001+ employees",Any Age Range,connected to any,4300
512,512,PHL,Any Gender,IT,Director,"10,001+ employees",55+,connected to big companies,0
513,513,PHL,Any Gender,IT,Director,"10,001+ employees",55+,connected to any,0
514,514,PHL,Any Gender,IT,Director,"10,001+ employees",35 to 54,connected to big companies,630
515,515,PHL,Any Gender,IT,Director,"10,001+ employees",35 to 54,connected to any,1900
516,516,PHL,Any Gender,IT,Director,"10,001+ employees",25 to 34,connected to big companies,0
517,517,PHL,Any Gender,IT,Director,"10,001+ employees",25 to 34,connected to any,1600
518,518,PHL,Any Gender,IT,Director,"10,001+ employees",18 to 24,connected to big companies,0
519,519,PHL,Any Gender,IT,Director,"10,001+ employees",18 to 24,connected to any,420
520,520,PHL,Any Gender,IT,Director,"5001-10,000 employees",Any Age Range,connected to big companies,490
521,521,PHL,Any Gender,IT,Director,"5001-10,000 employees",Any Age Range,connected to any,2100
522,522,PHL,Any Gender,IT,Director,"5001-10,000 employees",55+,connected to big companies,0
523,523,PHL,Any Gender,IT,Director,"5001-10,000 employees",55+,connected to any,0
524,524,PHL,Any Gender,IT,Director,"5001-10,000 employees",35 to 54,connected to big companies,370
525,525,PHL,Any Gender,IT,Director,"5001-10,000 employees",35 to 54,connected to any,1100
