Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
VNM,Any Gender,Any Company Industry,25 to 34,CXO,201-500 employees,840
VNM,Any Gender,Any Company Industry,25 to 34,CXO,51-200 employees,1400
VNM,Any Gender,Any Company Industry,25 to 34,CXO,11-50 employees,2600
VNM,Any Gender,Any Company Industry,25 to 34,CXO,2-10 employees,1700
VNM,Any Gender,Any Company Industry,25 to 34,CXO,Myself Only,0
VNM,Any Gender,Any Company Industry,25 to 34,VP,Any Company Size,15000
VNM,Any Gender,Any Company Industry,25 to 34,VP,"10,001+ employees",2400
VNM,Any Gender,Any Company Industry,25 to 34,VP,"5001-10,000 employees",430
VNM,Any Gender,Any Company Industry,25 to 34,VP,1001-5000 employees,940
VNM,Any Gender,Any Company Industry,25 to 34,VP,501-1000 employees,490
VNM,Any Gender,Any Company Industry,25 to 34,VP,201-500 employees,610
VNM,Any Gender,Any Company Industry,25 to 34,VP,51-200 employees,940
VNM,Any Gender,Any Company Industry,25 to 34,VP,11-50 employees,1300
VNM,Any Gender,Any Company Industry,25 to 34,VP,2-10 employees,950
VNM,Any Gender,Any Company Industry,25 to 34,VP,Myself Only,0
VNM,Any Gender,Any Company Industry,25 to 34,Director,Any Company Size,45000
VNM,Any Gender,Any Company Industry,25 to 34,Director,"10,001+ employees",4600
VNM,Any Gender,Any Company Industry,25 to 34,Director,"5001-10,000 employees",1300
VNM,Any Gender,Any Company Industry,25 to 34,Director,1001-5000 employees,2800
VNM,Any Gender,Any Company Industry,25 to 34,Director,501-1000 employees,1900
VNM,Any Gender,Any Company Industry,25 to 34,Director,201-500 employees,2200
VNM,Any Gender,Any Company Industry,25 to 34,Director,51-200 employees,3300
VNM,Any Gender,Any Company Industry,25 to 34,Director,11-50 employees,3800
VNM,Any Gender,Any Company Industry,25 to 34,Director,2-10 employees,2600
VNM,Any Gender,Any Company Industry,25 to 34,Director,Myself Only,0
VNM,Any Gender,Any Company Industry,25 to 34,Manager,Any Company Size,80000
VNM,Any Gender,Any Company Industry,25 to 34,Manager,"10,001+ employees",12000
VNM,Any Gender,Any Company Industry,25 to 34,Manager,"5001-10,000 employees",3200
VNM,Any Gender,Any Company Industry,25 to 34,Manager,1001-5000 employees,6600
VNM,Any Gender,Any Company Industry,25 to 34,Manager,501-1000 employees,3900
VNM,Any Gender,Any Company Industry,25 to 34,Manager,201-500 employees,4100
VNM,Any Gender,Any Company Industry,25 to 34,Manager,51-200 employees,5400
VNM,Any Gender,Any Company Industry,25 to 34,Manager,11-50 employees,5800
VNM,Any Gender,Any Company Industry,25 to 34,Manager,2-10 employees,4100
VNM,Any Gender,Any Company Industry,25 to 34,Manager,Myself Only,540
VNM,Any Gender,Any Company Industry,25 to 34,Senior,Any Company Size,270000
VNM,Any Gender,Any Company Industry,25 to 34,Senior,"10,001+ employees",38000
VNM,Any Gender,Any Company Industry,25 to 34,Senior,"5001-10,000 employees",9800
VNM,Any Gender,Any Company Industry,25 to 34,Senior,1001-5000 employees,23000
VNM,Any Gender,Any Company Industry,25 to 34,Senior,501-1000 employees,15000
VNM,Any Gender,Any Company Industry,25 to 34,Senior,201-500 employees,17000
VNM,Any Gender,Any Company Industry,25 to 34,Senior,51-200 employees,24000
VNM,Any Gender,Any Company Industry,25 to 34,Senior,11-50 employees,23000
VNM,Any Gender,Any Company Industry,25 to 34,Senior,2-10 employees,13000
VNM,Any Gender,Any Company Industry,25 to 34,Senior,Myself Only,2200
VNM,Any Gender,Any Company Industry,25 to 34,Entry,Any Company Size,430000
VNM,Any Gender,Any Company Industry,25 to 34,Entry,"10,001+ employees",55000
VNM,Any Gender,Any Company Industry,25 to 34,Entry,"5001-10,000 employees",13000
VNM,Any Gender,Any Company Industry,25 to 34,Entry,1001-5000 employees,30000
VNM,Any Gender,Any Company Industry,25 to 34,Entry,501-1000 employees,20000
VNM,Any Gender,Any Company Industry,25 to 34,Entry,201-500 employees,24000
VNM,Any Gender,Any Company Industry,25 to 34,Entry,51-200 employees,32000
VNM,Any Gender,Any Company Industry,25 to 34,Entry,11-50 employees,35000
VNM,Any Gender,Any Company Industry,25 to 34,Entry,2-10 employees,23000
VNM,Any Gender,Any Company Industry,25 to 34,Entry,Myself Only,5000
VNM,Any Gender,Any Company Industry,25 to 34,Training,Any Company Size,46000
VNM,Any Gender,Any Company Industry,25 to 34,Training,"10,001+ employees",5300
VNM,Any Gender,Any Company Industry,25 to 34,Training,"5001-10,000 employees",940
VNM,Any Gender,Any Company Industry,25 to 34,Training,1001-5000 employees,3900
VNM,Any Gender,Any Company Industry,25 to 34,Training,501-1000 employees,3400
VNM,Any Gender,Any Company Industry,25 to 34,Training,201-500 employees,1700
VNM,Any Gender,Any Company Industry,25 to 34,Training,51-200 employees,2400
VNM,Any Gender,Any Company Industry,25 to 34,Training,11-50 employees,3000
VNM,Any Gender,Any Company Industry,25 to 34,Training,2-10 employees,2100
VNM,Any Gender,Any Company Industry,25 to 34,Training,Myself Only,540
VNM,Any Gender,Any Company Industry,25 to 34,Unpaid,Any Company Size,7500
VNM,Any Gender,Any Company Industry,25 to 34,Unpaid,"10,001+ employees",600
VNM,Any Gender,Any Company Industry,25 to 34,Unpaid,"5001-10,000 employees",0
VNM,Any Gender,Any Company Industry,25 to 34,Unpaid,1001-5000 employees,0
VNM,Any Gender,Any Company Industry,25 to 34,Unpaid,501-1000 employees,0
VNM,Any Gender,Any Company Industry,25 to 34,Unpaid,201-500 employees,0
VNM,Any Gender,Any Company Industry,25 to 34,Unpaid,51-200 employees,0
VNM,Any Gender,Any Company Industry,25 to 34,Unpaid,11-50 employees,0
VNM,Any Gender,Any Company Industry,25 to 34,Unpaid,2-10 employees,410
VNM,Any Gender,Any Company Industry,25 to 34,Unpaid,Myself Only,0
VNM,Any Gender,Any Company Industry,18 to 24,Any Job Seniority,Any Company Size,1200000
VNM,Any Gender,Any Company Industry,18 to 24,Any Job Seniority,"10,001+ employees",75000
VNM,Any Gender,Any Company Industry,18 to 24,Any Job Seniority,"5001-10,000 employees",11000
VNM,Any Gender,Any Company Industry,18 to 24,Any Job Seniority,1001-5000 employees,29000
VNM,Any Gender,Any Company Industry,18 to 24,Any Job Seniority,501-1000 employees,15000
VNM,Any Gender,Any Company Industry,18 to 24,Any Job Seniority,201-500 employees,21000
VNM,Any Gender,Any Company Industry,18 to 24,Any Job Seniority,51-200 employees,28000
VNM,Any Gender,Any Company Industry,18 to 24,Any Job Seniority,11-50 employees,32000
VNM,Any Gender,Any Company Industry,18 to 24,Any Job Seniority,2-10 employees,22000
VNM,Any Gender,Any Company Industry,18 to 24,Any Job Seniority,Myself Only,4900
VNM,Any Gender,Any Company Industry,18 to 24,Owner,Any Company Size,6800
VNM,Any Gender,Any Company Industry,18 to 24,Owner,"10,001+ employees",1900
VNM,Any Gender,Any Company Industry,18 to 24,Owner,"5001-10,000 employees",0
VNM,Any Gender,Any Company Industry,18 to 24,Owner,1001-5000 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Owner,501-1000 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Owner,201-500 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Owner,51-200 employees,300
VNM,Any Gender,Any Company Industry,18 to 24,Owner,11-50 employees,520
VNM,Any Gender,Any Company Industry,18 to 24,Owner,2-10 employees,490
VNM,Any Gender,Any Company Industry,18 to 24,Owner,Myself Only,0
VNM,Any Gender,Any Company Industry,18 to 24,Partner,Any Company Size,660
VNM,Any Gender,Any Company Industry,18 to 24,Partner,"10,001+ employees",0
VNM,Any Gender,Any Company Industry,18 to 24,Partner,"5001-10,000 employees",0
VNM,Any Gender,Any Company Industry,18 to 24,Partner,1001-5000 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Partner,501-1000 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Partner,201-500 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Partner,51-200 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Partner,11-50 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Partner,2-10 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Partner,Myself Only,0
VNM,Any Gender,Any Company Industry,18 to 24,CXO,Any Company Size,6200
VNM,Any Gender,Any Company Industry,18 to 24,CXO,"10,001+ employees",870
VNM,Any Gender,Any Company Industry,18 to 24,CXO,"5001-10,000 employees",0
VNM,Any Gender,Any Company Industry,18 to 24,CXO,1001-5000 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,CXO,501-1000 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,CXO,201-500 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,CXO,51-200 employees,370
VNM,Any Gender,Any Company Industry,18 to 24,CXO,11-50 employees,570
VNM,Any Gender,Any Company Industry,18 to 24,CXO,2-10 employees,410
VNM,Any Gender,Any Company Industry,18 to 24,CXO,Myself Only,0
VNM,Any Gender,Any Company Industry,18 to 24,VP,Any Company Size,4900
VNM,Any Gender,Any Company Industry,18 to 24,VP,"10,001+ employees",1500
VNM,Any Gender,Any Company Industry,18 to 24,VP,"5001-10,000 employees",0
VNM,Any Gender,Any Company Industry,18 to 24,VP,1001-5000 employees,310
VNM,Any Gender,Any Company Industry,18 to 24,VP,501-1000 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,VP,201-500 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,VP,51-200 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,VP,11-50 employees,360
VNM,Any Gender,Any Company Industry,18 to 24,VP,2-10 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,VP,Myself Only,0
VNM,Any Gender,Any Company Industry,18 to 24,Director,Any Company Size,9500
VNM,Any Gender,Any Company Industry,18 to 24,Director,"10,001+ employees",2500
VNM,Any Gender,Any Company Industry,18 to 24,Director,"5001-10,000 employees",0
VNM,Any Gender,Any Company Industry,18 to 24,Director,1001-5000 employees,550
VNM,Any Gender,Any Company Industry,18 to 24,Director,501-1000 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Director,201-500 employees,410
VNM,Any Gender,Any Company Industry,18 to 24,Director,51-200 employees,570
VNM,Any Gender,Any Company Industry,18 to 24,Director,11-50 employees,770
VNM,Any Gender,Any Company Industry,18 to 24,Director,2-10 employees,510
VNM,Any Gender,Any Company Industry,18 to 24,Director,Myself Only,0
VNM,Any Gender,Any Company Industry,18 to 24,Manager,Any Company Size,19000
VNM,Any Gender,Any Company Industry,18 to 24,Manager,"10,001+ employees",4100
VNM,Any Gender,Any Company Industry,18 to 24,Manager,"5001-10,000 employees",620
VNM,Any Gender,Any Company Industry,18 to 24,Manager,1001-5000 employees,1600
VNM,Any Gender,Any Company Industry,18 to 24,Manager,501-1000 employees,640
VNM,Any Gender,Any Company Industry,18 to 24,Manager,201-500 employees,920
VNM,Any Gender,Any Company Industry,18 to 24,Manager,51-200 employees,1200
VNM,Any Gender,Any Company Industry,18 to 24,Manager,11-50 employees,1400
VNM,Any Gender,Any Company Industry,18 to 24,Manager,2-10 employees,990
VNM,Any Gender,Any Company Industry,18 to 24,Manager,Myself Only,0
VNM,Any Gender,Any Company Industry,18 to 24,Senior,Any Company Size,80000
VNM,Any Gender,Any Company Industry,18 to 24,Senior,"10,001+ employees",15000
VNM,Any Gender,Any Company Industry,18 to 24,Senior,"5001-10,000 employees",2500
VNM,Any Gender,Any Company Industry,18 to 24,Senior,1001-5000 employees,6400
VNM,Any Gender,Any Company Industry,18 to 24,Senior,501-1000 employees,3600
VNM,Any Gender,Any Company Industry,18 to 24,Senior,201-500 employees,4700
VNM,Any Gender,Any Company Industry,18 to 24,Senior,51-200 employees,6700
VNM,Any Gender,Any Company Industry,18 to 24,Senior,11-50 employees,7200
VNM,Any Gender,Any Company Industry,18 to 24,Senior,2-10 employees,4300
VNM,Any Gender,Any Company Industry,18 to 24,Senior,Myself Only,710
VNM,Any Gender,Any Company Industry,18 to 24,Entry,Any Company Size,180000
VNM,Any Gender,Any Company Industry,18 to 24,Entry,"10,001+ employees",36000
VNM,Any Gender,Any Company Industry,18 to 24,Entry,"5001-10,000 employees",5300
VNM,Any Gender,Any Company Industry,18 to 24,Entry,1001-5000 employees,13000
VNM,Any Gender,Any Company Industry,18 to 24,Entry,501-1000 employees,7100
VNM,Any Gender,Any Company Industry,18 to 24,Entry,201-500 employees,9700
VNM,Any Gender,Any Company Industry,18 to 24,Entry,51-200 employees,13000
VNM,Any Gender,Any Company Industry,18 to 24,Entry,11-50 employees,15000
VNM,Any Gender,Any Company Industry,18 to 24,Entry,2-10 employees,9500
VNM,Any Gender,Any Company Industry,18 to 24,Entry,Myself Only,2400
VNM,Any Gender,Any Company Industry,18 to 24,Training,Any Company Size,31000
VNM,Any Gender,Any Company Industry,18 to 24,Training,"10,001+ employees",6300
VNM,Any Gender,Any Company Industry,18 to 24,Training,"5001-10,000 employees",910
VNM,Any Gender,Any Company Industry,18 to 24,Training,1001-5000 employees,3200
VNM,Any Gender,Any Company Industry,18 to 24,Training,501-1000 employees,2000
VNM,Any Gender,Any Company Industry,18 to 24,Training,201-500 employees,1700
VNM,Any Gender,Any Company Industry,18 to 24,Training,51-200 employees,2000
VNM,Any Gender,Any Company Industry,18 to 24,Training,11-50 employees,2000
VNM,Any Gender,Any Company Industry,18 to 24,Training,2-10 employees,1200
VNM,Any Gender,Any Company Industry,18 to 24,Training,Myself Only,600
VNM,Any Gender,Any Company Industry,18 to 24,Unpaid,Any Company Size,3700
VNM,Any Gender,Any Company Industry,18 to 24,Unpaid,"10,001+ employees",1100
VNM,Any Gender,Any Company Industry,18 to 24,Unpaid,"5001-10,000 employees",0
VNM,Any Gender,Any Company Industry,18 to 24,Unpaid,1001-5000 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Unpaid,501-1000 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Unpaid,201-500 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Unpaid,51-200 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Unpaid,11-50 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Unpaid,2-10 employees,0
VNM,Any Gender,Any Company Industry,18 to 24,Unpaid,Myself Only,0
VNM,Any Gender,Finance,Any Age Range,Any Job Seniority,Any Company Size,150000
VNM,Any Gender,Finance,Any Age Range,Any Job Seniority,"10,001+ employees",39000
VNM,Any Gender,Finance,Any Age Range,Any Job Seniority,"5001-10,000 employees",7900
VNM,Any Gender,Finance,Any Age Range,Any Job Seniority,1001-5000 employees,16000
VNM,Any Gender,Finance,Any Age Range,Any Job Seniority,501-1000 employees,6300
VNM,Any Gender,Finance,Any Age Range,Any Job Seniority,201-500 employees,5200
VNM,Any Gender,Finance,Any Age Range,Any Job Seniority,51-200 employees,8900
VNM,Any Gender,Finance,Any Age Range,Any Job Seniority,11-50 employees,7300
VNM,Any Gender,Finance,Any Age Range,Any Job Seniority,2-10 employees,4700
VNM,Any Gender,Finance,Any Age Range,Any Job Seniority,Myself Only,610
VNM,Any Gender,Finance,Any Age Range,Owner,Any Company Size,3100
VNM,Any Gender,Finance,Any Age Range,Owner,"10,001+ employees",700
VNM,Any Gender,Finance,Any Age Range,Owner,"5001-10,000 employees",0
VNM,Any Gender,Finance,Any Age Range,Owner,1001-5000 employees,640
VNM,Any Gender,Finance,Any Age Range,Owner,501-1000 employees,0
VNM,Any Gender,Finance,Any Age Range,Owner,201-500 employees,0
VNM,Any Gender,Finance,Any Age Range,Owner,51-200 employees,0
VNM,Any Gender,Finance,Any Age Range,Owner,11-50 employees,340
VNM,Any Gender,Finance,Any Age Range,Owner,2-10 employees,300
VNM,Any Gender,Finance,Any Age Range,Owner,Myself Only,0
VNM,Any Gender,Finance,Any Age Range,Partner,Any Company Size,890
VNM,Any Gender,Finance,Any Age Range,Partner,"10,001+ employees",0
VNM,Any Gender,Finance,Any Age Range,Partner,"5001-10,000 employees",0
VNM,Any Gender,Finance,Any Age Range,Partner,1001-5000 employees,0
VNM,Any Gender,Finance,Any Age Range,Partner,501-1000 employees,0
VNM,Any Gender,Finance,Any Age Range,Partner,201-500 employees,0
VNM,Any Gender,Finance,Any Age Range,Partner,51-200 employees,0
VNM,Any Gender,Finance,Any Age Range,Partner,11-50 employees,0
VNM,Any Gender,Finance,Any Age Range,Partner,2-10 employees,0
VNM,Any Gender,Finance,Any Age Range,Partner,Myself Only,0
VNM,Any Gender,Finance,Any Age Range,CXO,Any Company Size,3300
VNM,Any Gender,Finance,Any Age Range,CXO,"10,001+ employees",560
VNM,Any Gender,Finance,Any Age Range,CXO,"5001-10,000 employees",0
VNM,Any Gender,Finance,Any Age Range,CXO,1001-5000 employees,370
VNM,Any Gender,Finance,Any Age Range,CXO,501-1000 employees,0
VNM,Any Gender,Finance,Any Age Range,CXO,201-500 employees,0
VNM,Any Gender,Finance,Any Age Range,CXO,51-200 employees,320
VNM,Any Gender,Finance,Any Age Range,CXO,11-50 employees,440
VNM,Any Gender,Finance,Any Age Range,CXO,2-10 employees,0
VNM,Any Gender,Finance,Any Age Range,CXO,Myself Only,0
VNM,Any Gender,Finance,Any Age Range,VP,Any Company Size,2300
VNM,Any Gender,Finance,Any Age Range,VP,"10,001+ employees",790
VNM,Any Gender,Finance,Any Age Range,VP,"5001-10,000 employees",0
VNM,Any Gender,Finance,Any Age Range,VP,1001-5000 employees,0
VNM,Any Gender,Finance,Any Age Range,VP,501-1000 employees,0
VNM,Any Gender,Finance,Any Age Range,VP,201-500 employees,0
VNM,Any Gender,Finance,Any Age Range,VP,51-200 employees,0
VNM,Any Gender,Finance,Any Age Range,VP,11-50 employees,0
VNM,Any Gender,Finance,Any Age Range,VP,2-10 employees,0
VNM,Any Gender,Finance,Any Age Range,VP,Myself Only,0
VNM,Any Gender,Finance,Any Age Range,Director,Any Company Size,8200
VNM,Any Gender,Finance,Any Age Range,Director,"10,001+ employees",2400
VNM,Any Gender,Finance,Any Age Range,Director,"5001-10,000 employees",670
VNM,Any Gender,Finance,Any Age Range,Director,1001-5000 employees,1200
VNM,Any Gender,Finance,Any Age Range,Director,501-1000 employees,560
VNM,Any Gender,Finance,Any Age Range,Director,201-500 employees,360
VNM,Any Gender,Finance,Any Age Range,Director,51-200 employees,780
VNM,Any Gender,Finance,Any Age Range,Director,11-50 employees,590
VNM,Any Gender,Finance,Any Age Range,Director,2-10 employees,330
VNM,Any Gender,Finance,Any Age Range,Director,Myself Only,0
